,basin,Q_P,Q_ET,Q_var,Q_D,year
262,MRC,0.8512911361736151,-0.6643258444642969,269997.95057455526,-0.7369541158309146,2010
263,MRC,0.9359161031129661,-0.5100095234809682,41080.30400395776,-0.6657249961933576,2011
264,MRC,0.65499627438754,-0.7207273025912132,151092.56996074985,-0.8056483727120286,2012
265,MRC,0.6447692636391195,-0.7320818115299746,1428.006202512882,-0.77828199409087,2013
266,MRC,0.5176589816501728,-0.711387147030466,27370.9545520199,-0.7130604294345262,2014
267,MRC,0.5960876611743952,-0.6821981478539679,32316.434966423756,-0.7526323402691109,2015
268,MRC,0.6306954524095951,-0.47823961523090447,121402.64203343567,-0.5613413322913551,2016
269,MRC,0.8618355072302064,0.05189828192859562,186922.13624888484,0.08059588317307803,2017
270,MRC,0.614520542402833,-0.3665625300985388,23252.76610915496,-0.28128484268713466,2018
271,MRC,0.8387945106311244,-0.48697999845725826,78249.22326196851,-0.4808190338491155,2019
272,MRC,0.5983496322511822,-0.6817714034467569,7513.77378765691,-0.689277919841349,2020
273,MRC,0.5771458886940348,-0.6875470158655924,84668.32266651015,-0.7265494058145249,2021
274,MRC,0.7051929433999875,-0.7308923594342854,40055.450065955265,-0.791739112640951,2022
275,MRC,0.9237366761459381,-0.358150976110902,105214.53519120773,-0.48354204874113293,2023
276,TRF,0.8247505893792285,-0.30081304854266794,25465.819517615793,-0.4310804895521736,2001
277,TRF,0.9044656237478661,-0.23682029054471196,121831.57832210256,-0.344764669942319,2002
278,TRF,0.9175423297339756,-0.23807951913391223,141068.39477782935,-0.5818913924030138,2003
279,TRF,0.9094949755105174,-0.33138191359642,90233.1968343492,-0.6324572487710479,2004
280,TRF,0.934351257166465,-0.2233961025996242,280304.63940916123,-0.6464974329728441,2005
281,TRF,0.9275276415383895,-0.18680280952092232,148785.19904676283,-0.3856027965305375,2006
282,TRF,0.8459690521376044,-0.3493173362052885,57811.00961180444,-0.6612551604900367,2007
283,TRF,0.9000572764186984,-0.31118467747518247,87439.28236706884,-0.6289014064626919,2008
284,TRF,0.8961390222704224,-0.27245788146186484,123243.62533825057,-0.5602943579590238,2009
285,TRF,0.9305119584028734,-0.2032161990216329,351937.8579148918,-0.5751033762536062,2010
286,TRF,0.916972749665606,-0.3294933838969457,86571.96900263877,-0.6542531433119246,2011
287,TRF,0.9036635524137975,-0.3355208404291321,253761.76651691052,-0.5442992568600301,2012
288,TRF,0.8610996448304679,-0.37679161011129225,2267.540046022016,-0.6004869580469187,2013
289,TRF,0.7941895464759385,-0.33129414765071524,91618.82689484718,-0.546021651835091,2014
290,TRF,0.855894697755398,-0.3269354930298078,43629.60352622881,-0.6323470652153614,2015
291,TRF,0.9252368663818858,0.017378613220364332,308895.2329946548,-0.543631667448644,2016
